clTimestamp,Vehicle Speed,Steering Angle
2024-11-28 20:31:42.925,0.8,-1.0
2024-11-28 20:31:42.929,0.8,-0.7
2024-11-28 20:31:42.978,0.8,-0.7
2024-11-28 20:31:43.026,1.0,-0.7
2024-11-28 20:31:43.029,1.0,-0.7
2024-11-28 20:31:43.080,1.0,-0.7
2024-11-28 20:31:43.127,1.2,-0.7
2024-11-28 20:31:43.127,1.2,-0.7
2024-11-28 20:31:43.179,1.2,-0.7
2024-11-28 20:31:43.227,1.3,-0.7
2024-11-28 20:31:43.231,1.3,-0.7
2024-11-28 20:31:43.279,1.3,-0.7
2024-11-28 20:31:43.328,1.4,-0.7
2024-11-28 20:31:43.329,1.4,-0.7
2024-11-28 20:31:43.378,1.4,-0.7
2024-11-28 20:31:43.429,1.4,-0.7
2024-11-28 20:31:43.430,1.4,-0.7
2024-11-28 20:31:43.480,1.4,-0.3
2024-11-28 20:31:43.528,1.4,-0.3
2024-11-28 20:31:43.530,1.4,-0.3
2024-11-28 20:31:43.580,1.4,5.6
2024-11-28 20:31:43.628,1.4,5.6
2024-11-28 20:31:43.630,1.4,5.6
2024-11-28 20:31:43.679,1.4,11.2
2024-11-28 20:31:43.728,1.4,11.9
2024-11-28 20:31:43.732,1.4,11.9
2024-11-28 20:31:43.779,1.4,11.9
2024-11-28 20:31:43.830,1.4,11.5
2024-11-28 20:31:43.833,1.3,11.5
2024-11-28 20:31:43.878,1.3,11.2
2024-11-28 20:31:43.930,1.3,11.2
2024-11-28 20:31:43.934,1.3,11.2
2024-11-28 20:31:43.977,1.3,8.7
2024-11-28 20:31:44.029,1.3,8.7
2024-11-28 20:31:44.034,1.3,8.7
2024-11-28 20:31:44.080,1.3,5.9
2024-11-28 20:31:44.129,1.3,5.6
2024-11-28 20:31:44.135,1.4,5.6
2024-11-28 20:31:44.180,1.4,5.6
2024-11-28 20:31:44.228,1.4,3.5
2024-11-28 20:31:44.236,1.4,3.5
2024-11-28 20:31:44.279,1.4,3.5
2024-11-28 20:31:44.327,1.4,0.7
2024-11-28 20:31:44.336,1.4,0.7
2024-11-28 20:31:44.378,1.4,0.3
2024-11-28 20:31:44.430,1.4,0.3
2024-11-28 20:31:44.437,1.4,0.3
2024-11-28 20:31:44.477,1.4,0.3
2024-11-28 20:31:44.529,1.4,-1.7
2024-11-28 20:31:44.538,1.4,-1.7
2024-11-28 20:31:44.580,1.4,-1.7
2024-11-28 20:31:44.628,1.4,-2.4
2024-11-28 20:31:44.639,1.4,-2.4
2024-11-28 20:31:44.679,1.4,-2.4
2024-11-28 20:31:44.728,1.4,-2.4
2024-11-28 20:31:44.740,1.4,-2.4
2024-11-28 20:31:44.779,1.4,-2.8
2024-11-28 20:31:44.830,1.4,-2.8
2024-11-28 20:31:44.841,1.4,-2.8
2024-11-28 20:31:44.878,1.4,-2.8
2024-11-28 20:31:44.930,1.4,-2.8
2024-11-28 20:31:44.941,1.4,-2.8
2024-11-28 20:31:44.978,1.4,-2.8
2024-11-28 20:31:45.029,1.4,-2.8
2024-11-28 20:31:45.042,1.4,-2.8
2024-11-28 20:31:45.080,1.4,-2.8
2024-11-28 20:31:45.128,1.4,-2.8
2024-11-28 20:31:45.143,1.4,-2.8
2024-11-28 20:31:45.180,1.4,-2.8
2024-11-28 20:31:45.228,1.4,-2.8
2024-11-28 20:31:45.244,1.4,-2.8
2024-11-28 20:31:45.279,1.4,-2.8
2024-11-28 20:31:45.327,1.4,-2.8
2024-11-28 20:31:45.345,1.4,-2.8
2024-11-28 20:31:45.378,1.4,-2.8
2024-11-28 20:31:45.430,1.4,-2.8
2024-11-28 20:31:45.446,1.4,-2.8
2024-11-28 20:31:45.478,1.4,-2.8
2024-11-28 20:31:45.529,1.4,-2.8
2024-11-28 20:31:45.547,1.4,-2.8
2024-11-28 20:31:45.580,1.4,-2.8
2024-11-28 20:31:45.629,1.4,-2.8
2024-11-28 20:31:45.647,1.4,-2.8
2024-11-28 20:31:45.680,1.4,-2.8
2024-11-28 20:31:45.728,1.4,-2.8
2024-11-28 20:31:45.749,1.4,-2.8
2024-11-28 20:31:45.779,1.4,-2.8
2024-11-28 20:31:45.827,1.4,-2.8
2024-11-28 20:31:45.850,1.4,-2.8
2024-11-28 20:31:45.878,1.4,-2.8
2024-11-28 20:31:45.930,1.4,-2.8
2024-11-28 20:31:45.951,1.4,-2.8
2024-11-28 20:31:45.978,1.4,-2.8
2024-11-28 20:31:46.029,1.4,-2.8
2024-11-28 20:31:46.052,1.4,-2.8
2024-11-28 20:31:46.077,1.4,-2.8
2024-11-28 20:31:46.129,1.4,-2.8
2024-11-28 20:31:46.153,1.4,-2.8
2024-11-28 20:31:46.180,1.4,-2.8
2024-11-28 20:31:46.228,1.4,-2.8
2024-11-28 20:31:46.253,1.4,-2.8
2024-11-28 20:31:46.279,1.4,-2.8
2024-11-28 20:31:46.327,1.4,-2.8
2024-11-28 20:31:46.354,1.4,-2.8
2024-11-28 20:31:46.378,1.4,-2.8
2024-11-28 20:31:46.430,1.4,-2.8
2024-11-28 20:31:46.455,1.4,-2.8
2024-11-28 20:31:46.478,1.4,-2.8
2024-11-28 20:31:46.530,1.4,-2.8
2024-11-28 20:31:46.556,1.4,-2.8
2024-11-28 20:31:46.577,1.4,-2.8
2024-11-28 20:31:46.629,1.4,-2.8
2024-11-28 20:31:46.657,1.3,-2.8
2024-11-28 20:31:46.680,1.3,-2.8
2024-11-28 20:31:46.727,1.3,-2.8
2024-11-28 20:31:46.757,1.4,-2.8
2024-11-28 20:31:46.778,1.4,-2.8
2024-11-28 20:31:46.830,1.4,-2.8
2024-11-28 20:31:46.858,1.4,-2.8
2024-11-28 20:31:46.877,1.4,-2.8
2024-11-28 20:31:46.929,1.4,-2.8
2024-11-28 20:31:46.959,1.4,-2.8
2024-11-28 20:31:46.980,1.4,-2.8
2024-11-28 20:31:47.027,1.4,-2.8
2024-11-28 20:31:47.060,1.4,-2.8
2024-11-28 20:31:47.078,1.4,-2.8
2024-11-28 20:31:47.130,1.4,-2.8
2024-11-28 20:31:47.161,1.4,-2.8
2024-11-28 20:31:47.177,1.4,-2.8
2024-11-28 20:31:47.228,1.4,-2.8
2024-11-28 20:31:47.261,1.4,-2.8
2024-11-28 20:31:47.279,1.4,-2.8
2024-11-28 20:31:47.327,1.4,-2.8
2024-11-28 20:31:47.362,1.4,-2.8
2024-11-28 20:31:47.378,1.4,-2.8
2024-11-28 20:31:47.430,1.4,-2.8
2024-11-28 20:31:47.463,1.4,-2.8
2024-11-28 20:31:47.478,1.4,-2.8
2024-11-28 20:31:47.529,1.4,-2.8
2024-11-28 20:31:47.564,1.4,-2.8
2024-11-28 20:31:47.577,1.4,-2.8
2024-11-28 20:31:47.629,1.4,-2.8
2024-11-28 20:31:47.666,1.4,-2.8
2024-11-28 20:31:47.679,1.4,-2.4
2024-11-28 20:31:47.727,1.4,-2.4
2024-11-28 20:31:47.767,1.4,-2.4
2024-11-28 20:31:47.779,1.4,-2.4
2024-11-28 20:31:47.831,1.4,-2.4
2024-11-28 20:31:47.869,1.4,-2.4
2024-11-28 20:31:47.878,1.4,-2.4
2024-11-28 20:31:47.930,1.4,-2.4
2024-11-28 20:31:47.969,1.4,-2.4
2024-11-28 20:31:47.977,1.4,-2.4
2024-11-28 20:31:48.029,1.4,-2.4
2024-11-28 20:31:48.070,1.4,-2.4
2024-11-28 20:31:48.080,1.4,-2.4
2024-11-28 20:31:48.128,1.4,-2.4
2024-11-28 20:31:48.171,1.4,-2.4
2024-11-28 20:31:48.179,1.4,-2.4
2024-11-28 20:31:48.228,1.4,-2.1
2024-11-28 20:31:48.272,1.4,-2.1
2024-11-28 20:31:48.279,1.4,-2.1
2024-11-28 20:31:48.327,1.4,-2.1
2024-11-28 20:31:48.373,1.4,-2.1
2024-11-28 20:31:48.378,1.4,-2.4
2024-11-28 20:31:48.430,1.4,-2.4
2024-11-28 20:31:48.473,1.5,-2.4
2024-11-28 20:31:48.477,1.5,-2.1
2024-11-28 20:31:48.529,1.5,-1.7
2024-11-28 20:31:48.574,1.4,-1.7
2024-11-28 20:31:48.580,1.4,-1.7
2024-11-28 20:31:48.629,1.4,-1.7
2024-11-28 20:31:48.675,1.4,-1.7
2024-11-28 20:31:48.679,1.4,-1.7
2024-11-28 20:31:48.728,1.4,-1.7
2024-11-28 20:31:48.776,1.4,-1.7
2024-11-28 20:31:48.778,1.4,-1.7
2024-11-28 20:31:48.830,1.4,-1.7
2024-11-28 20:31:48.877,1.4,-1.7
2024-11-28 20:31:48.880,1.4,-1.4
2024-11-28 20:31:48.929,1.4,-1.4
2024-11-28 20:31:48.978,1.4,-1.4
2024-11-28 20:31:48.979,1.4,-1.4
2024-11-28 20:31:49.030,1.4,-1.4
2024-11-28 20:31:49.077,1.4,-1.4
2024-11-28 20:31:49.078,1.4,-1.4
2024-11-28 20:31:49.129,1.4,-1.4
2024-11-28 20:31:49.177,1.4,-1.4
2024-11-28 20:31:49.178,1.4,-1.4
2024-11-28 20:31:49.228,1.4,-1.4
2024-11-28 20:31:49.279,1.5,-1.4
2024-11-28 20:31:49.280,1.5,-1.4
2024-11-28 20:31:49.328,1.5,-1.4
2024-11-28 20:31:49.378,1.5,-1.4
2024-11-28 20:31:49.380,1.5,-1.4
2024-11-28 20:31:49.429,1.5,-1.4
2024-11-28 20:31:49.477,1.5,-1.4
2024-11-28 20:31:49.481,1.5,-1.4
2024-11-28 20:31:49.528,1.5,-1.4
2024-11-28 20:31:49.580,1.5,-1.4
2024-11-28 20:31:49.582,1.5,-1.4
2024-11-28 20:31:49.628,1.5,-1.4
2024-11-28 20:31:49.680,1.5,-1.4
2024-11-28 20:31:49.683,1.4,-1.4
2024-11-28 20:31:49.728,1.4,-1.4
2024-11-28 20:31:49.779,1.4,-1.0
2024-11-28 20:31:49.783,1.4,-1.0
2024-11-28 20:31:49.830,1.4,-1.0
2024-11-28 20:31:49.878,1.4,-1.0
2024-11-28 20:31:49.884,1.4,-1.0
2024-11-28 20:31:49.930,1.4,-1.0
2024-11-28 20:31:49.977,1.4,-1.0
2024-11-28 20:31:49.985,1.4,-1.0
2024-11-28 20:31:50.029,1.4,-1.0
2024-11-28 20:31:50.080,1.4,-1.0
2024-11-28 20:31:50.088,1.4,-1.0
2024-11-28 20:31:50.128,1.4,-1.0
2024-11-28 20:31:50.180,1.4,-1.0
2024-11-28 20:31:50.189,1.4,-1.0
2024-11-28 20:31:50.227,1.4,-1.0
2024-11-28 20:31:50.279,1.4,-1.0
2024-11-28 20:31:50.289,1.4,-1.0
2024-11-28 20:31:50.330,1.4,-1.0
2024-11-28 20:31:50.378,1.4,-1.0
2024-11-28 20:31:50.391,1.4,-1.0
2024-11-28 20:31:50.429,1.4,-1.0
2024-11-28 20:31:50.477,1.4,-1.0
2024-11-28 20:31:50.492,1.5,-1.0
2024-11-28 20:31:50.529,1.5,-1.0
2024-11-28 20:31:50.580,1.5,-1.0
2024-11-28 20:31:50.592,1.4,-1.0
2024-11-28 20:31:50.628,1.4,-1.0
2024-11-28 20:31:50.680,1.4,-1.0
2024-11-28 20:31:50.693,1.4,-1.0
2024-11-28 20:31:50.727,1.4,-1.0
2024-11-28 20:31:50.779,1.4,-1.0
2024-11-28 20:31:50.794,1.5,-1.0
2024-11-28 20:31:50.830,1.5,-1.0
2024-11-28 20:31:50.878,1.5,-1.0
2024-11-28 20:31:50.895,1.5,-1.0
2024-11-28 20:31:50.929,1.5,-1.0
2024-11-28 20:31:50.978,1.5,-1.0
2024-11-28 20:31:50.996,1.4,-1.0
2024-11-28 20:31:51.029,1.4,-1.0
2024-11-28 20:31:51.080,1.4,-1.0
2024-11-28 20:31:51.096,1.4,-1.0
2024-11-28 20:31:51.128,1.4,-1.0
2024-11-28 20:31:51.180,1.4,-1.0
2024-11-28 20:31:51.197,1.4,-1.0
2024-11-28 20:31:51.227,1.4,-1.0
2024-11-28 20:31:51.279,1.4,-1.0
2024-11-28 20:31:51.298,1.4,-1.0
2024-11-28 20:31:51.330,1.4,-1.0
2024-11-28 20:31:51.378,1.4,-1.0
2024-11-28 20:31:51.398,1.5,-1.0
2024-11-28 20:31:51.429,1.5,-1.0
2024-11-28 20:31:51.477,1.5,-1.0
2024-11-28 20:31:51.499,1.5,-1.0
2024-11-28 20:31:51.528,1.5,-1.0
2024-11-28 20:31:51.580,1.5,-1.0
2024-11-28 20:31:51.601,1.5,-1.0
2024-11-28 20:31:51.627,1.5,-1.0
2024-11-28 20:31:51.679,1.5,-1.0
2024-11-28 20:31:51.702,1.4,-1.0
2024-11-28 20:31:51.730,1.4,-1.0
2024-11-28 20:31:51.778,1.4,-1.0
2024-11-28 20:31:51.802,1.4,-1.0
2024-11-28 20:31:51.829,1.4,-1.0
2024-11-28 20:31:51.878,1.4,-1.0
2024-11-28 20:31:51.903,1.5,-1.0
2024-11-28 20:31:51.929,1.5,-1.0
2024-11-28 20:31:51.977,1.5,-1.0
2024-11-28 20:31:52.004,1.4,-1.0
2024-11-28 20:31:52.028,1.4,-1.0
2024-11-28 20:31:52.080,1.4,-1.0
2024-11-28 20:31:52.105,1.4,-1.0
2024-11-28 20:31:52.127,1.4,-1.0
2024-11-28 20:31:52.179,1.4,-1.0
2024-11-28 20:31:52.206,1.4,-1.0
2024-11-28 20:31:52.230,1.4,-1.0
2024-11-28 20:31:52.278,1.4,-1.0
2024-11-28 20:31:52.306,1.4,-1.0
2024-11-28 20:31:52.330,1.4,-1.0
2024-11-28 20:31:52.378,1.4,-1.0
2024-11-28 20:31:52.407,1.4,-1.0
2024-11-28 20:31:52.429,1.4,-1.0
2024-11-28 20:31:52.480,1.4,-1.0
2024-11-28 20:31:52.508,1.4,-1.0
2024-11-28 20:31:52.527,1.4,-1.0
2024-11-28 20:31:52.579,1.4,-1.0
2024-11-28 20:31:52.609,1.4,-1.0
2024-11-28 20:31:52.630,1.4,-1.0
2024-11-28 20:31:52.678,1.4,-1.0
2024-11-28 20:31:52.710,1.4,-1.0
2024-11-28 20:31:52.729,1.4,-1.0
2024-11-28 20:31:52.777,1.4,-1.0
2024-11-28 20:31:52.811,1.4,-1.0
2024-11-28 20:31:52.828,1.4,-1.0
2024-11-28 20:31:52.880,1.4,-1.0
2024-11-28 20:31:52.911,1.4,-1.0
2024-11-28 20:31:52.928,1.4,-1.0
2024-11-28 20:31:52.979,1.4,-1.0
2024-11-28 20:31:53.012,1.4,-1.0
2024-11-28 20:31:53.027,1.4,-1.0
2024-11-28 20:31:53.079,1.4,-1.0
2024-11-28 20:31:53.113,1.5,-1.0
2024-11-28 20:31:53.129,1.5,-1.0
2024-11-28 20:31:53.177,1.5,-1.0
2024-11-28 20:31:53.213,1.5,-1.0
2024-11-28 20:31:53.228,1.5,-1.0
2024-11-28 20:31:53.280,1.5,-1.0
2024-11-28 20:31:53.314,1.5,-1.0
2024-11-28 20:31:53.327,1.5,-1.0
2024-11-28 20:31:53.379,1.5,-1.0
2024-11-28 20:31:53.415,1.5,-1.0
2024-11-28 20:31:53.429,1.5,-1.0
2024-11-28 20:31:53.478,1.5,-1.0
2024-11-28 20:31:53.516,1.5,-1.0
2024-11-28 20:31:53.529,1.5,-1.0
2024-11-28 20:31:53.580,1.5,-1.0
2024-11-28 20:31:53.617,1.5,-1.0
2024-11-28 20:31:53.628,1.5,-1.0
2024-11-28 20:31:53.680,1.5,-1.0
2024-11-28 20:31:53.718,1.5,-1.0
2024-11-28 20:31:53.727,1.5,-1.0
2024-11-28 20:31:53.779,1.5,-1.0
2024-11-28 20:31:53.818,1.5,-1.0
2024-11-28 20:31:53.829,1.5,-1.0
2024-11-28 20:31:53.877,1.5,-1.0
2024-11-28 20:31:53.919,1.5,-1.0
2024-11-28 20:31:53.928,1.5,-1.0
2024-11-28 20:31:53.981,1.5,-1.0
2024-11-28 20:31:54.021,1.5,-1.0
2024-11-28 20:31:54.028,1.5,-1.0
2024-11-28 20:31:54.079,1.5,-1.0
2024-11-28 20:31:54.122,1.5,-1.0
2024-11-28 20:31:54.130,1.5,-1.0
2024-11-28 20:31:54.178,1.5,-1.0
2024-11-28 20:31:54.223,1.5,-1.0
2024-11-28 20:31:54.229,1.5,-1.0
2024-11-28 20:31:54.277,1.5,-1.0
2024-11-28 20:31:54.324,1.5,-1.0
2024-11-28 20:31:54.328,1.5,-1.0
2024-11-28 20:31:54.379,1.5,-1.0
2024-11-28 20:31:54.425,1.5,-1.0
2024-11-28 20:31:54.430,1.5,-1.0
2024-11-28 20:31:54.478,1.5,-1.0
2024-11-28 20:31:54.526,1.5,-1.0
2024-11-28 20:31:54.529,1.5,-1.0
2024-11-28 20:31:54.577,1.5,-1.0
2024-11-28 20:31:54.626,1.5,-1.0
2024-11-28 20:31:54.628,1.5,-1.0
2024-11-28 20:31:54.679,1.5,-1.0
2024-11-28 20:31:54.727,1.5,-1.0
2024-11-28 20:31:54.730,1.5,-1.0
2024-11-28 20:31:54.778,1.5,-1.0
2024-11-28 20:31:54.828,1.5,-1.0
2024-11-28 20:31:54.829,1.5,-1.0
2024-11-28 20:31:54.877,1.5,-1.0
2024-11-28 20:31:54.928,1.5,-1.0
2024-11-28 20:31:54.929,1.5,-1.0
2024-11-28 20:31:54.980,1.5,-1.0
2024-11-28 20:31:55.027,1.5,-1.0
2024-11-28 20:31:55.029,1.5,-1.0
2024-11-28 20:31:55.079,1.5,-1.0
2024-11-28 20:31:55.130,1.5,-1.0
2024-11-28 20:31:55.131,1.5,-1.0
2024-11-28 20:31:55.177,1.5,-1.0
2024-11-28 20:31:55.229,1.5,-1.0
2024-11-28 20:31:55.231,1.5,-1.0
2024-11-28 20:31:55.280,1.5,-1.0
2024-11-28 20:31:55.328,1.5,-1.0
2024-11-28 20:31:55.331,1.5,-1.0
2024-11-28 20:31:55.379,1.5,-1.0
2024-11-28 20:31:55.427,1.5,-1.0
2024-11-28 20:31:55.432,1.5,-1.0
2024-11-28 20:31:55.478,1.5,-1.0
2024-11-28 20:31:55.530,1.5,-1.0
2024-11-28 20:31:55.533,1.5,-1.0
2024-11-28 20:31:55.577,1.5,-1.0
2024-11-28 20:31:55.629,1.5,-1.0
2024-11-28 20:31:55.634,1.5,-1.0
2024-11-28 20:31:55.680,1.5,-1.0
2024-11-28 20:31:55.728,1.5,-1.0
2024-11-28 20:31:55.734,1.5,-1.0
2024-11-28 20:31:55.778,1.5,-1.0
2024-11-28 20:31:55.830,1.5,-1.0
2024-11-28 20:31:55.835,1.5,-1.0
2024-11-28 20:31:55.878,1.5,-1.0
2024-11-28 20:31:55.930,1.5,-1.0
2024-11-28 20:31:55.936,1.5,-1.0
2024-11-28 20:31:55.977,1.5,-1.0
2024-11-28 20:31:56.029,1.5,-1.0
2024-11-28 20:31:56.037,1.5,-1.0
2024-11-28 20:31:56.080,1.5,-1.0
2024-11-28 20:31:56.128,1.5,-1.0
2024-11-28 20:31:56.137,1.5,-1.0
2024-11-28 20:31:56.180,1.5,-1.4
2024-11-28 20:31:56.227,1.5,-1.4
2024-11-28 20:31:56.238,1.5,-1.4
2024-11-28 20:31:56.278,1.5,-1.4
2024-11-28 20:31:56.329,1.5,-1.4
2024-11-28 20:31:56.338,1.5,-1.4
2024-11-28 20:31:56.378,1.5,-1.4
2024-11-28 20:31:56.429,1.5,-1.7
2024-11-28 20:31:56.440,1.5,-1.7
2024-11-28 20:31:56.479,1.5,-1.7
2024-11-28 20:31:56.527,1.5,-2.4
2024-11-28 20:31:56.541,1.5,-2.4
2024-11-28 20:31:56.579,1.5,-5.2
2024-11-28 20:31:56.630,1.5,-5.2
2024-11-28 20:31:56.642,1.5,-5.2
2024-11-28 20:31:56.678,1.5,-8.0
2024-11-28 20:31:56.730,1.5,-8.0
2024-11-28 20:31:56.743,1.5,-8.0
2024-11-28 20:31:56.780,1.5,-8.0
2024-11-28 20:31:56.829,1.5,-11.6
2024-11-28 20:31:56.843,1.5,-11.6
2024-11-28 20:31:56.880,1.5,-11.6
2024-11-28 20:31:56.928,1.5,-18.2
2024-11-28 20:31:56.944,1.5,-18.2
2024-11-28 20:31:56.979,1.5,-18.2
2024-11-28 20:31:57.027,1.5,-21.0
2024-11-28 20:31:57.045,1.5,-21.0
2024-11-28 20:31:57.079,1.5,-22.1
2024-11-28 20:31:57.127,1.5,-22.1
2024-11-28 20:31:57.146,1.5,-22.1
2024-11-28 20:31:57.178,1.5,-28.8
2024-11-28 20:31:57.230,1.5,-32.3
2024-11-28 20:31:57.247,1.5,-32.3
2024-11-28 20:31:57.278,1.5,-32.3
2024-11-28 20:31:57.329,1.5,-30.2
2024-11-28 20:31:57.347,1.5,-30.2
2024-11-28 20:31:57.380,1.5,-30.2
2024-11-28 20:31:57.428,1.5,-29.1
2024-11-28 20:31:57.448,1.5,-29.1
2024-11-28 20:31:57.479,1.5,-29.1
2024-11-28 20:31:57.527,1.5,-29.1
2024-11-28 20:31:57.549,1.5,-29.1
2024-11-28 20:31:57.578,1.5,-29.1
2024-11-28 20:31:57.630,1.5,-29.1
2024-11-28 20:31:57.650,1.5,-29.1
2024-11-28 20:31:57.677,1.5,-29.1
2024-11-28 20:31:57.728,1.5,-29.1
2024-11-28 20:31:57.751,1.5,-29.1
2024-11-28 20:31:57.780,1.5,-29.1
2024-11-28 20:31:57.828,1.5,-29.1
2024-11-28 20:31:57.852,1.5,-29.1
2024-11-28 20:31:57.878,1.5,-29.1
2024-11-28 20:31:57.930,1.5,-29.1
2024-11-28 20:31:57.953,1.5,-29.1
2024-11-28 20:31:57.977,1.5,-29.1
2024-11-28 20:31:58.029,1.5,-29.1
2024-11-28 20:31:58.053,1.5,-29.1
2024-11-28 20:31:58.080,1.5,-29.1
2024-11-28 20:31:58.128,1.5,-29.1
2024-11-28 20:31:58.154,1.5,-29.1
2024-11-28 20:31:58.179,1.5,-29.1
2024-11-28 20:31:58.228,1.5,-29.1
2024-11-28 20:31:58.255,1.5,-29.1
2024-11-28 20:31:58.279,1.5,-29.1
2024-11-28 20:31:58.327,1.5,-28.4
2024-11-28 20:31:58.356,1.6,-28.4
2024-11-28 20:31:58.378,1.6,-25.6
2024-11-28 20:31:58.430,1.6,-25.6
2024-11-28 20:31:58.456,1.6,-25.6
2024-11-28 20:31:58.478,1.6,-24.2
2024-11-28 20:31:58.529,1.6,-24.2
2024-11-28 20:31:58.557,1.6,-24.2
2024-11-28 20:31:58.577,1.6,-23.5
2024-11-28 20:31:58.628,1.6,-20.7
2024-11-28 20:31:58.658,1.6,-20.7
2024-11-28 20:31:58.680,1.6,-20.7
2024-11-28 20:31:58.728,1.6,-19.3
2024-11-28 20:31:58.759,1.6,-19.3
2024-11-28 20:31:58.779,1.6,-19.3
2024-11-28 20:31:58.828,1.6,-18.9
2024-11-28 20:31:58.860,1.6,-18.9
2024-11-28 20:31:58.878,1.6,-17.9
2024-11-28 20:31:58.930,1.6,-17.9
2024-11-28 20:31:58.961,1.6,-17.9
2024-11-28 20:31:58.978,1.6,-17.5
2024-11-28 20:31:59.030,1.6,-16.1
2024-11-28 20:31:59.061,1.6,-16.1
2024-11-28 20:31:59.077,1.6,-16.1
2024-11-28 20:31:59.129,1.6,-14.0
2024-11-28 20:31:59.162,1.6,-14.0
2024-11-28 20:31:59.180,1.6,-14.0
2024-11-28 20:31:59.228,1.6,-14.0
2024-11-28 20:31:59.264,1.6,-14.0
2024-11-28 20:31:59.280,1.6,-11.9
2024-11-28 20:31:59.328,1.6,-11.9
2024-11-28 20:31:59.364,1.6,-11.9
2024-11-28 20:31:59.378,1.6,-10.1
2024-11-28 20:31:59.429,1.6,-10.1
2024-11-28 20:31:59.465,1.6,-10.1
2024-11-28 20:31:59.480,1.6,-9.8
2024-11-28 20:31:59.528,1.6,-7.3
2024-11-28 20:31:59.566,1.6,-7.3
2024-11-28 20:31:59.580,1.6,-7.3
2024-11-28 20:31:59.628,1.6,-5.6
2024-11-28 20:31:59.667,1.6,-5.6
2024-11-28 20:31:59.679,1.6,-4.5
2024-11-28 20:31:59.727,1.6,-4.5
2024-11-28 20:31:59.768,1.6,-4.5
2024-11-28 20:31:59.778,1.6,-2.8
2024-11-28 20:31:59.830,1.6,-2.8
2024-11-28 20:31:59.868,1.6,-2.8
2024-11-28 20:31:59.877,1.6,-2.8
2024-11-28 20:31:59.929,1.6,-1.7
2024-11-28 20:31:59.969,1.6,-1.7
2024-11-28 20:31:59.980,1.6,-1.7
2024-11-28 20:32:00.027,1.6,-0.3
2024-11-28 20:32:00.070,1.6,-0.3
2024-11-28 20:32:00.079,1.6,-0.3
2024-11-28 20:32:00.127,1.6,-0.3
2024-11-28 20:32:00.170,1.6,-0.3
2024-11-28 20:32:00.178,1.6,-0.3
2024-11-28 20:32:00.230,1.6,-0.3
2024-11-28 20:32:00.271,1.6,-0.3
2024-11-28 20:32:00.278,1.6,-0.0
2024-11-28 20:32:00.329,1.6,1.7
2024-11-28 20:32:00.372,1.6,1.7
2024-11-28 20:32:00.377,1.6,1.7
2024-11-28 20:32:00.430,1.6,1.7
2024-11-28 20:32:00.473,1.6,1.7
2024-11-28 20:32:00.480,1.6,1.7
2024-11-28 20:32:00.528,1.6,2.1
2024-11-28 20:32:00.573,1.6,2.1
2024-11-28 20:32:00.579,1.6,2.1
2024-11-28 20:32:00.627,1.6,2.1
2024-11-28 20:32:00.674,1.6,2.1
2024-11-28 20:32:00.678,1.6,2.4
2024-11-28 20:32:00.730,1.6,2.4
2024-11-28 20:32:00.775,1.6,2.4
2024-11-28 20:32:00.778,1.6,2.4
